Course_ID,Course_Name_ES,Course_Name_EN,Program_Track,Course_Category,Short_Description,Target_Audience,Prerequisites_Description,Minimum_Age,Required_Education_Level,Total_Contact_Hours,Duration_Days,Duration_Calendar_Span,Schedule_Format,Delivery_Mode,Language_of_Instruction,Materials_Included,Assessment_Method,Passing_Score,Max_Participants_Per_Class,Min_Participants_To_Run,What_They_Get,Price_Per_Person_MXN,Compliance_Flags
HP010,Fluidoterapia Avanzada,Advanced Fluid Therapy,Capacitación Profesional en Salud,Health Professionals Continuing Skill-Development,Utilizar la medicina basada en evidencia para la correcta utilización de los accesos intravenosos para la infusión de líquidos y…,Profesionales de la salud,Estudiante o profesional del área de la salud,18,Sin requisitos específicos,6,1,1 día,1 sesión,Presencial,"Español, inglés bajo solicitud de servicio",Manual digital,No hay evaluación,No aplica,18,8,Constancia de Cruz Roja Mexicana,650,
HP011,Introducción al Soporte Vital Avanzado,Introduction to Advanced Life Support,Capacitación Profesional en Salud,Health Professionals Continuing Skill-Development,Conocimientos sobre la interacción de los TUM básicos con otro personal de la salud y las destrezas que debe realizar un equipo de…,Profesionales de la salud,Estudiante o profesional del área de la salud,18,Sin requisitos específicos,8,1,1 día,1 sesión,Presencial,"Español, inglés bajo solicitud de servicio",Manual digital,No hay evaluación,No aplica,18,8,Constancia de Cruz Roja Mexicana,500,
HP012,Manejo Integral de la Vía Aérea,Comprehensive Airway Management,Capacitación Profesional en Salud,Health Professionals Continuing Skill-Development,Herramientas basadas en evidencia para la evaluación y manejo integral de la vía aérea en el ambiente prehospitalario e…,Profesionales de la salud,Estudiante o profesional del área de la salud,18,Sin requisitos específicos,8,1,1 día,1 sesión,Presencial,"Español, inglés bajo solicitud de servicio",Manual digital,No hay evaluación,No aplica,18,8,Constancia de Cruz Roja Mexicana,800,
HP013,Manejo de Urgencias Cardiovasculares,Management of Cardiovascular Emergencies,Capacitación Profesional en Salud,Health Professionals Continuing Skill-Development,Identificar las principales actualizaciones a la identificación y tratamiento de urgencias cardiovasculares en la atención…,Profesionales de la salud,Estudiante o profesional del área de la salud,18,Sin requisitos específicos,6,1,1 día,1 sesión,Presencial,"Español, inglés bajo solicitud de servicio",Manual digital,No hay evaluación,No aplica,18,8,Constancia de Cruz Roja Mexicana,700,
HP014,Urgencias Clínicas,Clinical Emergencies,Capacitación Profesional en Salud,Health Professionals Continuing Skill-Development,Identificar las principales actualizaciones a la identificación y tratamiento de urgencias cardiovasculares en la atención pre…,Profesionales de la salud,Estudiante o profesional del área de la salud,18,Sin requisitos específicos,6,1,1 día,1 sesión,Presencial,"Español, inglés bajo solicitud de servicio",Manual digital,No hay evaluación,No aplica,18,8,Constancia de Cruz Roja Mexicana,800,shared_description:HP015
HP015,Urgencias Traumatológicas,Trauma Emergencies,Capacitación Profesional en Salud,Health Professionals Continuing Skill-Development,Identificar las principales actualizaciones a la identificación y tratamiento de urgencias cardiovasculares en la atención pre…,Profesionales de la salud,Estudiante o profesional del área de la salud,18,Sin requisitos específicos,6,1,1 día,1 sesión,Presencial,"Español, inglés bajo solicitud de servicio",Manual digital,No hay evaluación,No aplica,18,8,Constancia de Cruz Roja Mexicana,800,shared_description:HP014
HP016,Urgencias Obstétricas,Obstetric Emergencies,Capacitación Profesional en Salud,Health Professionals Continuing Skill-Development,"Capacitar al personal en salud, con énfasis en los técnicos en urgencias médicas, en la atención de pacientes gineco-obstétricos…",Profesionales de la salud,Estudiante o profesional del área de la salud,18,Sin requisitos específicos,14,1,1 día,1 sesión,Presencial,"Español, inglés bajo solicitud de servicio",Manual digital,No hay evaluación,No aplica,18,8,Constancia de Cruz Roja Mexicana,1100,
HP017,Urgencias Pediátricas,Pediatric Emergencies,Capacitación Profesional en Salud,Health Professionals Continuing Skill-Development,"Desarrollar las habilidades teóricas y prácticas necesarias para la evaluación, estabilización y atención integral del paciente pediátrico…",Profesionales de la salud,Estudiante o profesional del área de la salud,18,Sin requisitos específicos,14,1,1 día,1 sesión,Presencial,"Español, inglés bajo solicitud de servicio",Manual digital,No hay evaluación,No aplica,18,8,Constancia de Cruz Roja Mexicana,950,
HP018,Manejo de Urgencias Metabólicas,Management of Metabolic Emergencies,Capacitación Profesional en Salud,Health Professionals Continuing Skill-Development,Identificar las principales actualizaciones a la identificación y tratamiento de urgencias metabólicas en la atención prehospitalaria.,Profesionales de la salud,Estudiante o profesional del área de la salud,18,Sin requisitos específicos,6,1,1 día,1 sesión,Presencial,"Español, inglés bajo solicitud de servicio",Manual digital,No hay evaluación,No aplica,18,8,Constancia de Cruz Roja Mexicana,700,
HP019,Inmovilización Selectiva y Manejo del Paciente con Sospecha de Lesión Espinal,Selective Immobilization and Management of the Patient with Suspected Spinal Injury,Capacitación Profesional en Salud,Health Professionals Continuing Skill-Development,Herramientas para la aplicación y ejecución de los algoritmos de inmovilización espinal selectiva y/o restricción del movimiento…,Profesionales de la salud,Estudiante o profesional del área de la salud,18,Sin requisitos específicos,8,1,1 día,1 sesión,Presencial,"Español, inglés bajo solicitud de servicio",Manual digital,No hay evaluación,No aplica,18,8,Constancia de Cruz Roja Mexicana,700,
HP020,Introducción al Manejo Farmacológico,Introduction to Pharmacological Management,Capacitación Profesional en Salud,Health Professionals Continuing Skill-Development,Incorporar una forma sistemática para aplicar conocimientos de fisiología celular en el mecanismo farmacológico de distintos…,Profesionales de la salud,Estudiante o profesional del área de la salud,18,Sin requisitos específicos,6,1,1 día,1 sesión,Presencial y en línea,"Español, inglés bajo solicitud de servicio",Manual digital,No hay evaluación,No aplica,18,8,Constancia de Cruz Roja Mexicana,650,
HP021,Uso de Medicamentos Vasoactivos,Use of Vasoactive Drugs,Capacitación Profesional en Salud,Health Professionals Continuing Skill-Development,Incorporar una forma sistemática para aplicar conocimientos de fisiología celular en el mecanismo farmacológico de distintos…,Profesionales de la salud,Estudiante o profesional del área de la salud,18,Sin requisitos específicos,6,1,1 día,1 sesión,Presencial,"Español, inglés bajo solicitud de servicio",Manual digital,No hay evaluación,No aplica,18,8,Constancia de Cruz Roja Mexicana,650,
HP022,Stop The Bleed (Control de Hemorragias),Stop The Bleed (Bleeding Control),Capacitación Profesional en Salud,Health Professionals Continuing Skill-Development,Herramientas basadas en evidencia para la evaluación y contención de hemorragias mediante las diferentes técnicas que existen.,Profesionales de la salud,Estudiante o profesional del área de la salud,18,Sin requisitos específicos,5,1,0.5 día (medio día),1 sesión,Presencial,"Español, inglés bajo solicitud de servicio",Manual digital,No hay evaluación,No aplica,18,8,Constancia del American College of Surgeons,400,
HP023,Accesos Vasculares Ecoguiados,Ultrasound-Guided Vascular Access,Capacitación Profesional en Salud,Health Professionals Continuing Skill-Development,"Integrar los conocimientos teóricos y habilidades prácticas necesarias para la localización, selección y canalización de accesos…",Profesionales de la salud,Estudiante o profesional del área de la salud,18,Sin requisitos específicos,8,1,1 día,1 sesión,Presencial,"Español, inglés bajo solicitud de servicio",Manual digital,No hay evaluación,No aplica,18,8,Constancia de Cruz Roja Mexicana,800,
HP024,Analgesia y Manejo del Dolor,Analgesia and Pain Management,Capacitación Profesional en Salud,Health Professionals Continuing Skill-Development,"Fortalecer las competencias del personal prehospitalario para evaluar, clasificar y manejar adecuadamente el dolor agudo…",Profesionales de la salud,Estudiante o profesional del área de la salud,18,Sin requisitos específicos,8,1,1 día,1 sesión,Presencial,"Español, inglés bajo solicitud de servicio",Manual digital,No hay evaluación,No aplica,18,8,Constancia de Cruz Roja Mexicana,800,
HP025,Reanimación Neonatal en Prehospitalario,Neonatal Resuscitation in the Prehospital Setting,Capacitación Profesional en Salud,Health Professionals Continuing Skill-Development,Capacitar al personal prehospitalario en la identificación oportuna de recién nacidos que requieren intervención…,Profesionales de la salud,Estudiante o profesional del área de la salud,18,Sin requisitos específicos,16,1,1 día,1 sesión,Presencial,"Español, inglés bajo solicitud de servicio",Manual digital,No hay evaluación,No aplica,18,8,Constancia de Cruz Roja Mexicana,1000,
HP026,Intervención en Crisis,Crisis Intervention,Capacitación Profesional en Salud,Health Professionals Continuing Skill-Development,Conocimientos y herramientas básicas para identificar reacciones emocionales agudas y aplicar estrategias de intervención en crisis…,Profesionales de la salud,Estudiante o profesional del área de la salud,18,Sin requisitos específicos,12,1,1 día,1 sesión,Presencial,"Español, inglés bajo solicitud de servicio",Manual digital,No hay evaluación,No aplica,18,8,Constancia de Cruz Roja Mexicana,800,
HP027,Atención Integral del Paciente de Trauma,Comprehensive Care of the Trauma Patient,Capacitación Profesional en Salud,Health Professionals Continuing Skill-Development,"Capacitar al personal prehospitalario en la evaluación rápida, toma de decisiones y aplicación de intervenciones prioritarias…",Profesionales de la salud,Estudiante o profesional del área de la salud,18,Sin requisitos específicos,8,1,1 día,1 sesión,Presencial,"Español, inglés bajo solicitud de servicio",Manual digital,No hay evaluación,No aplica,18,8,Constancia de Cruz Roja Mexicana,800,
HP028,Ventilación Mecánica,Mechanical Ventilation,Capacitación Profesional en Salud,Health Professionals Continuing Skill-Development,"Conocimientos y habilidades necesarias para la indicación, configuración básica, monitoreo y manejo seguro de la ventilación…",Profesionales de la salud,Estudiante o profesional del área de la salud,18,Sin requisitos específicos,8,1,1 día,1 sesión,Presencial,"Español, inglés bajo solicitud de servicio",Manual digital,No hay evaluación,No aplica,18,8,Constancia de Cruz Roja Mexicana,800,
